links,account,accountingbook,accountingperiod,activitydate,amount,customtype,entity,location,subsidiary,transactiontype,item,quantity,salesrep,department
[],422,1,47,8/31/2021,1431.47,-1,,,16,Journal,,,,
[],422,1,42,4/30/2021,492.15,-1,,,16,Journal,,,,
[],422,1,43,5/1/2021,-492.15,-1,,,16,Journal,,,,
[],422,1,22,3/31/2022,597.55,-1,,,16,Journal,,,,
[],422,1,24,4/1/2022,-597.55,-1,,,16,Journal,,,,
[],422,1,22,3/31/2022,264.72,-1,,,3,Journal,,,,
[],422,1,24,4/1/2022,-264.72,-1,,,3,Journal,,,,
[],422,1,22,3/31/2022,543.68,-1,,,22,Journal,,,,
[],422,1,24,4/1/2022,-543.68,-1,,,22,Journal,,,,
[],422,1,52,12/1/2021,-1354.7,-1,,,14,Journal,,,,
[],422,1,47,8/31/2021,861.73,-1,,,14,Journal,,,,
[],422,1,48,9/1/2021,-861.73,-1,,,14,Journal,,,,
[],422,1,48,9/30/2021,1145.97,-1,,,14,Journal,,,,
[],422,1,50,10/1/2021,-1145.97,-1,,,14,Journal,,,,
[],422,1,52,12/31/2021,1520.29,-1,,,14,Journal,,,,
[],422,1,50,10/31/2021,1145.97,-1,,,14,Journal,,,,
[],422,1,51,11/1/2021,-1145.97,-1,,,14,Journal,,,,
[],422,1,51,11/30/2021,1354.7,-1,,,14,Journal,,,,
[],422,1,114,4/22/2025,121.31,-1,,,35,CardChrg,,,,
[],422,1,114,4/21/2025,434.46,-1,,,4,CardChrg,,,,
[],422,1,114,4/22/2025,217.01,-1,,,27,CardChrg,,,,
[],422,1,114,4/1/2025,5.35,-1,,,22,CardChrg,,,,
[],422,1,114,4/8/2025,189.28,-1,,,27,CardChrg,,,,
[],422,1,114,4/23/2025,97.18,-1,,,27,CardChrg,,,,
[],422,1,114,4/9/2025,3.98,-1,,,15,CardChrg,,,,
[],422,1,114,4/27/2025,62.86,-1,,,47,CardChrg,,,,
[],422,1,114,4/21/2025,292.2,-1,,,15,CardChrg,,,,
[],422,1,114,4/16/2025,43.24,-1,,,40,CardChrg,,,,
[],422,1,114,4/30/2025,120.1,-1,,,15,CardChrg,,,,
[],422,1,114,3/27/2025,304.32,-1,,,16,CardChrg,,,,
[],422,1,114,4/8/2025,52.23,-1,,,16,CardChrg,,,,
[],422,1,114,4/9/2025,73.47,-1,,,47,CardChrg,,,,
[],422,1,114,4/3/2025,28.38,-1,,,35,CardChrg,,,,
[],422,1,114,4/7/2025,89.98,-1,,,16,CardChrg,,,,
[],422,1,114,4/4/2025,622.26,-1,,,6,CardChrg,,,,
[],422,1,114,4/16/2025,136.08,-1,,,16,CardChrg,,,,
[],422,1,114,4/9/2025,185.26,-1,,,15,CardChrg,,,,
[],422,1,114,4/9/2025,745.37,-1,,,35,CardChrg,,,,
[],422,1,114,4/9/2025,112.56,-1,,,16,CardChrg,,,,
[],422,1,114,4/2/2025,13.48,-1,,,47,CardChrg,,,,
[],422,1,114,4/13/2025,34.33,-1,,,15,CardChrg,,,,
[],422,1,114,4/15/2025,5,-1,,,47,CardChrg,,,,
[],422,1,114,4/11/2025,89.43,-1,,,40,CardChrg,,,,
[],422,1,114,4/23/2025,334.73,-1,,,6,CardChrg,,,,
[],422,1,114,4/2/2025,2.53,-1,,,22,CardChrg,,,,
[],422,1,114,4/25/2025,69.81,-1,,,35,CardChrg,,,,
[],422,1,114,4/17/2025,71.98,-1,,,27,CardChrg,,,,
[],422,1,114,4/6/2025,30.19,-1,,,16,CardChrg,,,,
[],422,1,114,4/25/2025,-292.2,-1,,,4,CardRfnd,,,,
[],422,1,114,4/14/2025,53.12,-1,,,4,CardChrg,,,,
[],422,1,114,4/1/2025,16.89,-1,,,22,CardChrg,,,,
[],422,1,114,4/1/2025,324.34,-1,,,27,CardChrg,,,,
[],422,1,114,4/11/2025,26.82,-1,,,16,CardChrg,,,,
[],422,1,114,4/11/2025,44.39,-1,,,27,CardChrg,,,,
[],422,1,29,8/3/2022,70.89,-1,,,22,CardChrg,,,,
[],422,1,29,8/25/2022,28.42,-1,,,27,CardChrg,,,,
[],422,1,26,6/15/2022,394.03,-1,,,15,CardChrg,,,,
[],422,1,26,6/23/2022,304.53,-1,,,15,CardChrg,,,,
[],422,1,28,7/13/2022,22.44,-1,,,4,CardChrg,,,,
[],422,1,29,8/19/2022,71.26,-1,,,27,CardChrg,,,,
[],422,1,29,8/30/2022,137.76,-1,,,27,CardChrg,,,,
[],422,1,29,8/23/2022,30.98,-1,,,16,CardChrg,,,,
[],422,1,29,8/31/2022,67.84,-1,,,22,CardChrg,,,,
[],422,1,29,8/30/2022,132.02,-1,,,22,CardChrg,,,,
[],422,1,29,8/19/2022,229.93,-1,,,6,CardChrg,,,,
[],422,1,26,5/31/2022,17.29,-1,,,27,CardChrg,,,,
[],422,1,30,9/13/2022,89.7,-1,,,6,CardChrg,,,,
[],422,1,29,8/2/2022,10.81,-1,,,15,CardChrg,,,,
[],422,1,29,8/18/2022,36.45,-1,,,22,CardChrg,,,,
[],422,1,26,6/13/2022,83.31,-1,,,15,CardChrg,,,,
[],422,1,26,6/21/2022,157.25,-1,,,15,CardChrg,,,,
[],422,1,29,8/1/2022,26.61,-1,,,22,CardChrg,,,,
[],422,1,28,7/27/2022,29.22,-1,,,15,CardChrg,,,,
[],422,1,28,7/27/2022,114.12,-1,,,15,CardChrg,,,,
[],422,1,29,8/8/2022,50.75,-1,,,22,CardChrg,,,,
[],422,1,29,8/4/2022,117.94,-1,,,15,CardChrg,,,,
[],422,1,30,9/12/2022,150.99,-1,,,15,CardChrg,,,,
[],422,1,28,7/12/2022,123.21,-1,,,27,CardChrg,,,,
[],422,1,28,7/26/2022,22.3,-1,,,15,CardChrg,,,,
[],422,1,29,8/17/2022,182.05,-1,,,15,CardChrg,,,,
[],422,1,29,8/31/2022,25.48,-1,,,27,CardChrg,,,,
[],422,1,29,8/5/2022,123,-1,,,15,CardChrg,,,,
[],422,1,29,8/9/2022,4.32,-1,,,27,CardChrg,,,,
[],422,1,29,8/16/2022,109.99,-1,,,15,CardChrg,,,,
[],422,1,30,9/2/2022,255.24,-1,,,15,CardChrg,,,,
[],422,1,30,9/2/2022,18.77,-1,,,27,CardChrg,,,,
[],422,1,29,8/26/2022,9.99,-1,,,22,CardChrg,,,,
[],422,1,29,8/25/2022,313.91,-1,,,22,CardChrg,,,,
[],422,1,29,8/9/2022,42.64,-1,,,16,CardChrg,,,,
[],422,1,30,9/7/2022,129.02,-1,,,15,CardChrg,,,,
[],422,1,28,7/26/2022,38.55,-1,,,16,CardChrg,,,,
[],422,1,30,9/6/2022,25,-1,,,15,CardChrg,,,,
[],422,1,29,8/19/2022,35.65,-1,,,27,CardChrg,,,,
[],422,1,26,6/27/2022,-6.99,-1,,,22,CardRfnd,,,,
[],422,1,29,8/5/2022,72.54,-1,,,27,CardChrg,,,,
[],422,1,28,7/25/2022,70.48,-1,,,15,CardChrg,,,,
[],422,1,29,8/30/2022,71.2,-1,,,15,CardChrg,,,,
[],422,1,29,8/29/2022,181.87,-1,,,15,CardChrg,,,,
[],422,1,30,9/10/2022,21.62,-1,,,27,CardChrg,,,,
[],422,1,29,8/1/2022,133.67,-1,,,27,CardChrg,,,,
[],422,1,29,8/8/2022,80.15,-1,,,15,CardChrg,,,,
[],422,1,29,8/19/2022,10.83,-1,,,27,CardChrg,,,,
[],422,1,29,8/8/2022,79.14,-1,,,27,CardChrg,,,,
[],422,1,29,8/8/2022,220.82,-1,,,27,CardChrg,,,,
[],422,1,29,8/10/2022,69.13,-1,,,22,CardChrg,,,,
[],422,1,29,8/15/2022,37.63,-1,,,22,CardChrg,,,,
[],422,1,30,9/24/2022,11.57,-1,,,15,CardChrg,,,,
[],422,1,30,9/21/2022,81.63,-1,,,15,CardChrg,,,,
[],422,1,30,9/27/2022,25.22,-1,,,16,CardChrg,,,,
[],422,1,25,5/31/2022,349.26,-1,,,4,Journal,,,,
[],422,1,30,9/27/2022,57.88,-1,,,22,CardChrg,,,,
[],422,1,26,6/27/2022,-7.8,-1,,,15,CardRfnd,,,,
[],422,1,26,6/14/2022,48.99,-1,,,22,CardChrg,,,,
[],422,1,26,6/21/2022,52.65,-1,,,22,CardChrg,,,,
[],422,1,26,6/11/2022,-2.73,-1,,,6,CardRfnd,,,,
[],422,1,28,7/10/2022,19.42,-1,,,27,CardChrg,,,,
[],422,1,26,6/20/2022,82.76,-1,,,4,CardChrg,,,,
[],422,1,29,8/10/2022,20.74,-1,,,27,CardChrg,,,,
[],422,1,25,5/31/2022,654.32,-1,,,16,Journal,,,,
[],422,1,29,8/29/2022,189.91,-1,,,27,CardChrg,,,,
[],422,1,30,9/7/2022,13.62,-1,,,22,CardChrg,,,,
[],422,1,30,9/13/2022,44.98,-1,,,16,CardChrg,,,,
[],422,1,32,10/6/2022,384.85,-1,,,15,CardChrg,,,,
[],422,1,42,4/30/2021,272.46,-1,,,13,Journal,,,,
[],422,1,25,5/31/2022,6964.44,-1,,,15,Journal,,,,
[],422,1,30,9/14/2022,39.2,-1,,,27,CardChrg,,,,
[],422,1,32,10/5/2022,232.69,-1,,,27,CardChrg,,,,
[],422,1,43,5/1/2021,-272.46,-1,,,13,Journal,,,,
[],422,1,30,9/15/2022,360.57,-1,,,15,CardChrg,,,,
[],422,1,30,9/17/2022,7.56,-1,,,15,CardChrg,,,,
[],422,1,30,9/17/2022,11.9,-1,,,16,CardChrg,,,,
[],422,1,50,10/31/2021,1154.92,-1,,,13,Journal,,,,
[],422,1,28,7/2/2022,-2.98,-1,,,4,CardRfnd,,,,
[],422,1,51,11/1/2021,-1154.92,-1,,,13,Journal,,,,
[],422,1,28,7/11/2022,56.97,-1,,,15,CardChrg,,,,
[],422,1,30,9/20/2022,15.17,-1,,,15,CardChrg,,,,
[],422,1,28,7/12/2022,108.63,-1,,,22,CardChrg,,,,
[],422,1,28,7/14/2022,99.88,-1,,,4,CardChrg,,,,
[],422,1,28,7/12/2022,38.92,-1,,,15,CardChrg,,,,
[],422,1,116,6/2/2025,319.76,-1,,,22,CardChrg,,,,
[],422,1,116,6/2/2025,41.68,-1,,,40,CardChrg,,,,
[],422,1,118,7/2/2025,109.77,-1,,,35,Journal,,,,
[],422,1,116,6/2/2025,21.42,-1,,,15,CardChrg,,,,
[],422,1,116,6/18/2025,171.31,-1,,,35,CardChrg,,,,
[],422,1,116,6/17/2025,3.55,-1,,,27,CardChrg,,,,
[],422,1,116,6/10/2025,233.55,-1,,,16,CardChrg,,,,
[],422,1,116,6/24/2025,20.31,-1,,,15,CardChrg,,,,
[],422,1,116,6/10/2025,37.87,-1,,,16,CardChrg,,,,
[],422,1,116,6/6/2025,56.41,-1,,,40,CardChrg,,,,
[],422,1,116,6/6/2025,80.84,-1,,,16,CardChrg,,,,
[],422,1,116,6/3/2025,151.54,-1,,,27,CardChrg,,,,
[],422,1,116,6/25/2025,5,-1,,,15,CardChrg,,,,
[],422,1,115,5/31/2025,200.21,-1,,,40,CardChrg,,,,
[],422,1,116,6/13/2025,17.3,-1,,,40,CardChrg,,,,
[],422,1,116,6/18/2025,51.89,-1,,,15,CardChrg,,,,
[],422,1,116,6/18/2025,41.39,-1,,,40,CardChrg,,,,
[],422,1,116,6/20/2025,12.95,-1,,,15,CardChrg,,,,
[],422,1,116,6/21/2025,69.18,-1,,,47,CardChrg,,,,
[],422,1,116,6/2/2025,171.08,-1,,,27,CardChrg,,,,
[],422,1,116,6/2/2025,714.43,-1,,,11,CardChrg,,,,
[],422,1,116,6/22/2025,29.94,-1,,,47,CardChrg,,,,
[],422,1,116,6/20/2025,46.59,-1,,,27,CardChrg,,,,
[],422,1,116,6/8/2025,46.59,-1,,,27,CardChrg,,,,
[],422,1,116,6/1/2025,-57.9,-1,,,27,CardRfnd,,,,
[],422,1,116,6/6/2025,21.82,-1,,,47,CardChrg,,,,
[],422,1,116,6/16/2025,535.08,-1,,,35,CardChrg,,,,
[],422,1,116,6/25/2025,116.54,-1,,,47,CardChrg,,,,
[],422,1,116,6/15/2025,-44.99,-1,,,47,CardRfnd,,,,
[],422,1,116,6/24/2025,59.54,-1,,,16,CardChrg,,,,
[],422,1,116,6/16/2025,793.12,-1,,,16,CardChrg,,,,
[],422,1,116,6/7/2025,157.45,-1,,,22,CardChrg,,,,
[],422,1,116,6/3/2025,20,-1,,,15,CardChrg,,,,
[],422,1,116,6/25/2025,147.16,-1,,,16,CardChrg,,,,
[],422,1,116,6/3/2025,117.95,-1,,,47,CardChrg,,,,
[],422,1,116,6/21/2025,153.39,-1,,,16,CardChrg,,,,
[],422,1,116,6/23/2025,257.99,-1,,,6,CardChrg,,,,
[],422,1,116,6/28/2025,-799.37,-1,,,16,CardRfnd,,,,
[],422,1,116,6/7/2025,44.99,-1,,,47,CardChrg,,,,
[],422,1,116,6/20/2025,35.09,-1,,,15,CardChrg,,,,
[],422,1,116,6/24/2025,21.64,-1,,,40,CardChrg,,,,
[],422,1,116,6/5/2025,60.05,-1,,,15,CardChrg,,,,
[],422,1,116,6/10/2025,69.86,-1,,,6,CardChrg,,,,
[],422,1,116,6/23/2025,26.48,-1,,,40,CardChrg,,,,
[],422,1,116,6/1/2025,156.36,-1,,,15,CardChrg,,,,
[],422,1,116,6/4/2025,203.29,-1,,,6,CardChrg,,,,
[],422,1,116,6/26/2025,73.79,-1,,,35,CardChrg,,,,
[],422,1,116,6/11/2025,87.23,-1,,,16,CardChrg,,,,
[],422,1,116,6/5/2025,122.21,-1,,,27,CardChrg,,,,
[],422,1,116,6/18/2025,759.12,-1,,,16,CardChrg,,,,
[],422,1,116,6/9/2025,185.3,-1,,,27,CardChrg,,,,
[],422,1,116,6/24/2025,48.41,-1,,,15,CardChrg,,,,
[],422,1,116,6/27/2025,32.43,-1,,,22,CardChrg,,,,
[],422,1,116,6/4/2025,400.38,-1,,,16,CardChrg,,,,
[],422,1,116,6/10/2025,17.82,-1,,,15,CardChrg,,,,
[],422,1,116,6/10/2025,233.62,-1,,,35,CardChrg,,,,
[],422,1,116,6/17/2025,80.38,-1,,,27,CardChrg,,,,
[],422,1,116,6/6/2025,193.1,-1,,,27,CardChrg,,,,
[],422,1,116,6/7/2025,16.23,-1,,,15,CardChrg,,,,
[],422,1,115,5/31/2025,139.45,-1,,,35,CardChrg,,,,
[],422,1,116,6/11/2025,130.46,-1,,,16,CardChrg,,,,
[],422,1,116,6/5/2025,79.62,-1,,,40,CardChrg,,,,
[],422,1,116,6/16/2025,269.64,-1,,,27,CardChrg,,,,
[],422,1,92,1/11/2024,379.29,-1,,,40,CardChrg,,,,
[],422,1,92,1/17/2024,25.13,-1,,,47,CardChrg,,,,
[],422,1,92,1/13/2024,26.08,-1,,,27,CardChrg,,,,
[],422,1,92,1/18/2024,12.37,-1,,,4,CardChrg,,,,
[],422,1,92,1/19/2024,56.17,-1,,,35,CardChrg,,,,
[],422,1,92,1/3/2024,419.49,-1,,,15,CardChrg,,,,
[],422,1,92,1/16/2024,104.13,-1,,,27,CardChrg,,,,
[],422,1,92,1/18/2024,90.98,-1,,,27,CardChrg,,,,
[],422,1,92,1/2/2024,957.62,-1,,,16,CardChrg,,,,
[],422,1,92,1/2/2024,90.01,-1,,,35,CardChrg,,,,
[],422,1,92,1/8/2024,136.22,-1,,,27,CardChrg,,,,
[],422,1,92,1/19/2024,12.99,-1,,,47,CardChrg,,,,
[],422,1,92,1/19/2024,88.53,-1,,,27,CardChrg,,,,
[],422,1,92,1/14/2024,56.28,-1,,,16,CardChrg,,,,
[],422,1,70,12/28/2023,104.16,-1,,,47,Journal,,,,
[],422,1,92,1/24/2024,13.1,-1,,,47,CardChrg,,,,
[],422,1,92,1/9/2024,49.73,-1,,,35,CardChrg,,,,
[],422,1,92,1/10/2024,235.76,-1,,,27,CardChrg,,,,
[],422,1,92,1/17/2024,25,-1,,,6,CardChrg,,,,
[],422,1,92,1/11/2024,87.33,-1,,,16,CardChrg,,,,
[],422,1,92,1/14/2024,20.39,-1,,,35,CardChrg,,,,
[],422,1,92,1/26/2024,77.47,-1,,,4,CardChrg,,,,
[],422,1,92,1/27/2024,108.59,-1,,,27,CardChrg,,,,
[],422,1,92,1/8/2024,270.61,-1,,,16,CardChrg,,,,
[],422,1,92,1/12/2024,38.81,-1,,,22,CardChrg,,,,
[],422,1,92,1/17/2024,114.7,-1,,,22,CardChrg,,,,
[],422,1,92,1/4/2024,27.12,-1,,,15,CardChrg,,,,
[],422,1,92,1/9/2024,131.72,-1,,,22,CardChrg,,,,
[],422,1,92,1/24/2024,105.71,-1,,,27,CardChrg,,,,
[],422,1,92,1/9/2024,163.69,-1,,,47,CardChrg,,,,
[],422,1,92,1/9/2024,48.81,-1,,,4,CardChrg,,,,
[],422,1,92,1/7/2024,34.74,-1,,,27,CardChrg,,,,
[],422,1,92,1/10/2024,15.83,-1,,,47,CardChrg,,,,
[],422,1,92,1/3/2024,279.28,-1,,,22,CardChrg,,,,
[],422,1,92,1/12/2024,50.68,-1,,,40,CardChrg,,,,
[],422,1,92,1/14/2024,66.67,-1,,,27,CardChrg,,,,
[],422,1,92,1/25/2024,145,-1,,,6,CardChrg,,,,
[],422,1,70,12/14/2023,119.02,-1,,,15,CardChrg,,,,
[],422,1,92,1/2/2024,49.04,-1,,,16,CardChrg,,,,
[],422,1,92,1/8/2024,98.81,-1,,,4,CardChrg,,,,
[],422,1,92,1/4/2024,75.51,-1,,,35,CardChrg,,,,
[],422,1,92,1/4/2024,151.28,-1,,,27,CardChrg,,,,
[],422,1,92,1/9/2024,37.83,-1,,,16,CardChrg,,,,
[],422,1,92,1/25/2024,50.38,-1,,,47,CardChrg,,,,
[],422,1,92,1/9/2024,39.61,-1,,,22,CardChrg,,,,
[],422,1,70,12/18/2023,70.26,-1,,,27,CardChrg,,,,
[],422,1,92,1/1/2024,36.85,-1,,,6,CardChrg,,,,
[],422,1,70,12/23/2023,80.52,-1,,,40,CardChrg,,,,
[],422,1,70,12/28/2023,94.13,-1,,,4,CardChrg,,,,
[],422,1,70,12/19/2023,39.59,-1,,,40,CardChrg,,,,
[],422,1,70,12/16/2023,-106.44,-1,,,15,CardRfnd,,,,
[],422,1,70,12/15/2023,32.4,-1,,,16,CardChrg,,,,
[],422,1,70,12/21/2023,231.76,-1,,,40,CardChrg,,,,
[],422,1,70,12/19/2023,52.57,-1,,,16,CardChrg,,,,
[],422,1,70,12/21/2023,15.99,-1,,,27,CardChrg,,,,
[],422,1,70,12/14/2023,48.6,-1,,,16,CardChrg,,,,
[],422,1,70,12/18/2023,34.38,-1,,,16,CardChrg,,,,
[],422,1,70,12/15/2023,32.46,-1,,,47,CardChrg,,,,
[],422,1,70,12/19/2023,30.68,-1,,,47,CardChrg,,,,
[],422,1,70,12/20/2023,224.27,-1,,,27,CardChrg,,,,
[],422,1,70,12/16/2023,56.7,-1,,,6,CardChrg,,,,
[],422,1,70,12/18/2023,43.74,-1,,,16,CardChrg,,,,
[],422,1,70,12/14/2023,9.87,-1,,,47,CardChrg,,,,
[],422,1,93,2/12/2024,52.01,-1,,,27,CardChrg,,,,
[],422,1,93,2/8/2024,382.75,-1,,,27,CardChrg,,,,
[],422,1,93,2/9/2024,18.92,-1,,,27,CardChrg,,,,
[],422,1,93,2/10/2024,26.2,-1,,,47,CardChrg,,,,
[],422,1,93,2/8/2024,61.46,-1,,,22,CardChrg,,,,
[],422,1,93,2/5/2024,24.52,-1,,,4,CardChrg,,,,
[],422,1,93,2/12/2024,48.6,-1,,,4,CardChrg,,,,
[],422,1,93,2/16/2024,17.14,-1,,,6,Journal,,,,
[],422,1,93,2/9/2024,1140.6,-1,,,4,VendBill,,,,
[],422,1,93,2/2/2024,8.65,-1,,,27,CardChrg,,,,
[],422,1,92,1/26/2024,25.74,-1,,,4,CardChrg,,,,
[],422,1,93,2/2/2024,69.31,-1,,,16,CardChrg,,,,
[],422,1,93,2/8/2024,27.3,-1,,,47,CardChrg,,,,
[],422,1,93,2/1/2024,62.79,-1,,,16,CardChrg,,,,
[],422,1,93,2/2/2024,4.6,-1,,,27,CardChrg,,,,
[],422,1,92,1/30/2024,170.05,-1,,,27,CardChrg,,,,
[],422,1,93,2/7/2024,23.25,-1,,,47,CardChrg,,,,
[],422,1,93,2/7/2024,8.97,-1,,,16,CardChrg,,,,
[],422,1,93,2/2/2024,49.04,-1,,,15,CardChrg,,,,
[],422,1,93,2/5/2024,190.19,-1,,,47,CardChrg,,,,
[],422,1,93,2/4/2024,63.02,-1,,,15,CardChrg,,,,
[],422,1,93,2/3/2024,29.23,-1,,,16,CardChrg,,,,
[],422,1,93,2/5/2024,108.69,-1,,,16,CardChrg,,,,
[],422,1,93,2/6/2024,151.24,-1,,,4,CardChrg,,,,
[],422,1,93,2/5/2024,18.43,-1,,,22,CardChrg,,,,
[],422,1,92,1/29/2024,5.27,-1,,,16,CardChrg,,,,
[],422,1,92,1/29/2024,74.86,-1,,,15,CardChrg,,,,
[],422,1,92,1/29/2024,182.8,-1,,,6,CardChrg,,,,
[],422,1,92,1/24/2024,1487.9,-1,,,27,CardChrg,,,,
[],422,1,93,2/2/2024,18.96,-1,,,35,CardChrg,,,,
[],422,1,93,2/7/2024,28.32,-1,,,47,CardChrg,,,,
[],422,1,22,3/1/2022,-445.97,-1,,,22,Journal,,,,
[],422,1,48,9/30/2021,79.11,-1,,,22,Journal,,,,
[],422,1,50,10/1/2021,-79.11,-1,,,22,Journal,,,,
[],422,1,21,2/28/2022,445.97,-1,,,22,Journal,,,,
[],422,1,20,1/31/2022,194.15,-1,,,22,Journal,,,,
[],422,1,21,2/1/2022,-194.15,-1,,,22,Journal,,,,
[],422,1,51,11/30/2021,1024.01,-1,,,22,Journal,,,,
[],422,1,52,12/1/2021,-1024.01,-1,,,22,Journal,,,,
[],422,1,50,10/31/2021,743.72,-1,,,22,Journal,,,,
[],422,1,51,11/1/2021,-743.72,-1,,,22,Journal,,,,
[],422,1,52,12/31/2021,1199.52,-1,,,22,Journal,,,,
[],422,1,50,10/31/2021,752.38,-1,,,6,Journal,,,,
[],422,1,51,11/1/2021,-752.38,-1,,,6,Journal,,,,
[],422,1,51,11/30/2021,1031.97,-1,,,6,Journal,,,,
[],422,1,52,12/1/2021,-1031.97,-1,,,6,Journal,,,,
[],422,1,48,9/30/2021,433.61,-1,,,6,Journal,,,,
[],422,1,50,10/1/2021,-433.61,-1,,,6,Journal,,,,
[],422,1,22,3/31/2022,209.52,-1,,,4,Journal,,,,
[],422,1,22,3/1/2022,-324.34,-1,,,4,Journal,,,,
[],422,1,24,4/1/2022,-209.52,-1,,,4,Journal,,,,
[],422,1,44,6/1/2021,-703.59,-1,,,14,Journal,,,,
[],422,1,46,7/31/2021,801.55,-1,,,14,Journal,,,,
[],422,1,40,3/31/2021,515.7,-1,,,14,Journal,,,,
[],422,1,42,4/1/2021,-515.7,-1,,,14,Journal,,,,
[],422,1,47,8/1/2021,-801.55,-1,,,14,Journal,,,,
[],422,1,40,3/1/2021,-84.36,-1,,,14,Journal,,,,
[],422,1,44,6/30/2021,724.13,-1,,,14,Journal,,,,
[],422,1,42,4/30/2021,603.25,-1,,,14,Journal,,,,
[],422,1,43,5/1/2021,-603.25,-1,,,14,Journal,,,,
[],422,1,46,7/1/2021,-724.13,-1,,,14,Journal,,,,
[],422,1,43,5/31/2021,703.59,-1,,,14,Journal,,,,
[],422,1,22,3/31/2022,144.9,-1,,,14,Journal,,,,
[],422,1,24,4/1/2022,-144.9,-1,,,14,Journal,,,,
[],422,1,39,2/28/2021,335.47,-1,,,27,Journal,,,,
[],422,1,40,3/1/2021,-335.47,-1,,,27,Journal,,,,
[],422,1,22,3/31/2022,3636.4,-1,,,27,Journal,,,,
[],422,1,48,9/1/2021,-15629.2,-1,,,15,Journal,,,,
[],422,1,20,1/31/2022,1548.27,-1,,,27,Journal,,,,
[],422,1,24,4/30/2022,3629.83,-1,,,27,Journal,,,,
[],422,1,26,6/2/2022,67.42,-1,,,16,CardChrg,,,,
[],422,1,21,2/1/2022,-1548.27,-1,,,27,Journal,,,,
[],422,1,48,9/30/2021,396.21,-1,,,18,Journal,,,,
[],422,1,22,3/31/2022,4299,-1,,,15,Journal,,,,
[],422,1,21,2/28/2022,2595.03,-1,,,27,Journal,,,,
[],422,1,24,4/1/2022,-4299,-1,,,15,Journal,,,,
[],422,1,42,4/30/2021,5130.8,-1,,,27,Journal,,,,
[],422,1,26,6/10/2022,147.69,-1,,,15,CardChrg,,,,
[],422,1,43,5/1/2021,-5130.8,-1,,,27,Journal,,,,
[],422,1,26,6/4/2022,0.95,-1,,,15,CardChrg,,,,
[],422,1,43,5/31/2021,10180.6,-1,,,15,Journal,,,,
[],422,1,44,6/30/2021,6550.96,-1,,,27,Journal,,,,
[],422,1,44,6/1/2021,-10180.6,-1,,,15,Journal,,,,
[],422,1,46,7/1/2021,-6550.96,-1,,,27,Journal,,,,
[],422,1,52,12/31/2021,22311.69,-1,,,27,Journal,,,,
[],422,1,22,3/1/2022,-2595.03,-1,,,27,Journal,,,,
[],422,1,25,5/31/2022,0,-1,,,27,CardChrg,,,,
[],422,1,50,10/1/2021,-396.21,-1,,,18,Journal,,,,
[],422,1,50,10/31/2021,831.88,-1,,,18,Journal,,,,
[],422,1,24,4/1/2022,-3636.4,-1,,,27,Journal,,,,
[],422,1,51,11/30/2021,866.3,-1,,,18,Journal,,,,
[],422,1,51,11/1/2021,-831.88,-1,,,18,Journal,,,,
[],422,1,52,12/1/2021,-866.3,-1,,,18,Journal,,,,
[],422,1,25,5/26/2022,0,-1,,,27,CardChrg,,,,
[],422,1,40,3/31/2021,4709.05,-1,,,15,Journal,,,,
[],422,1,24,4/30/2022,144.9,-1,,,14,Journal,,,,
[],422,1,47,8/31/2021,15629.2,-1,,,15,Journal,,,,
[],422,1,42,4/1/2021,-4709.05,-1,,,15,Journal,,,,
[],422,1,26,6/9/2022,33.54,-1,,,27,CardChrg,,,,
[],422,1,26,6/7/2022,34.35,-1,,,22,CardChrg,,,,
[],422,1,25,5/1/2022,-144.9,-1,,,14,Journal,,,,
[],422,1,44,6/30/2021,10623.34,-1,,,15,Journal,,,,
[],422,1,26,6/6/2022,528.78,-1,,,15,CardChrg,,,,
[],422,1,52,12/31/2021,888.48,-1,,,18,Journal,,,,
[],422,1,51,11/1/2021,-18028.85,-1,,,15,Journal,,,,
[],422,1,21,2/28/2022,3492.57,-1,,,15,Journal,,,,
[],422,1,51,11/30/2021,16722.19,-1,,,27,Journal,,,,
[],422,1,46,7/31/2021,11776.22,-1,,,15,Journal,,,,
[],422,1,22,3/1/2022,-3492.57,-1,,,15,Journal,,,,
[],422,1,52,12/1/2021,-16722.19,-1,,,27,Journal,,,,
[],422,1,47,8/1/2021,-11776.22,-1,,,15,Journal,,,,
[],422,1,46,7/1/2021,-10623.34,-1,,,15,Journal,,,,
[],422,1,48,9/30/2021,16686.78,-1,,,15,Journal,,,,
[],422,1,38,1/31/2021,2265.2,-1,,,15,Journal,,,,
[],422,1,26,6/9/2022,231.84,-1,,,15,CardChrg,,,,
[],422,1,43,5/1/2021,-8147.24,-1,,,15,Journal,,,,
[],422,1,39,2/1/2021,-2265.2,-1,,,15,Journal,,,,
[],422,1,40,3/31/2021,350.01,-1,,,27,Journal,,,,
[],422,1,39,2/28/2021,3525.12,-1,,,15,Journal,,,,
[],422,1,42,4/1/2021,-350.01,-1,,,27,Journal,,,,
[],422,1,26,6/4/2022,-8.49,-1,,,6,CardRfnd,,,,
[],422,1,50,10/1/2021,-16686.78,-1,,,15,Journal,,,,
[],422,1,40,3/1/2021,-3525.12,-1,,,15,Journal,,,,
[],422,1,46,7/31/2021,10520.82,-1,,,27,Journal,,,,
[],422,1,47,8/1/2021,-10520.82,-1,,,27,Journal,,,,
